Company Name,Company URL,Key Features,Services,About
Txtfyre.com,Write a review,"text message marketing
text to subscribe
send texts from your mobile phone
schedule text messages
unlimited subscribe lists
texts are sent from a local number
people can subscribe online
manage your subscribers online
receive text messages from subscribers","Advertising Software
Marketing Automation
Mobile Marketing
Sales Automation","Easy Group TextingSending mass text messages couldnt be easier. With our simple interface for blasting out texts. Text Message SchedulingEasily schedule text messages to go out on any date and time. You can set up a single text message, or take care of several months worth of text messages all at once. Send Texts On The GoWhen you are away from your computer, you can send texts to all of your subscribers right from any cell phone. No username or password required. Subscribers Manage ThemselvesWhen people send a text with your keyword they are automatically subscribed to your list. Then they can also text the same keyword to unsubscribe from that list. Auto-RepliesAuto-replies are the texts messages people will receive after subscribing to your lists. Try it, text DEMO to 877-792-7419 to see an instant auto-reply."
AgileBid,www.agilebid.com,,Advertising Software,
BannerFlow,www.bannerflow.com,,Advertising Software,
SteelHouse,www.steelhouse.com,,Advertising Software,
Ticket Tailor,www.tickettailor.com,,Advertising Software,
AdReady,www.adready.com,,Advertising Software,
AdTrak 360,www.adtrak360.com,,Advertising Software,
Adventive,www.adventive.com,,Advertising Software,
advertisingERP,www.advertisingerp.com,,Advertising Software,
Aggregate Knowledge,www.aggregateknowledge...,,Advertising Software,
Altitude Digital,www.altitudedigital.com,,Advertising Software,
AudienceScience,www.audiencescience.com,,Advertising Software,
Boostable,www.boostable.com,,Advertising Software,
Cxense,www.cxense.com,,Advertising Software,
Direct Mail Manager,www.directmailmanager.com,,Advertising Software,
Flite,www.flite.com,,Advertising Software,
Floodlight,www.floodlight.io,,Advertising Software,
Jelli,www.jelli.com,,Advertising Software,
Kiosked,www.kiosked.com,,Advertising Software,
MarketVibe,www.marketvibe.com,,Advertising Software,
MediaMath,www.mediamath.com,,Advertising Software,
MyBuys,www.MyBuys.com,,Advertising Software,
Nanigans,www.nanigans.com,,Advertising Software,
Nativo,www.nativo.net,,Advertising Software,
Optmyzr,www.optmyzr.com,,Advertising Software,
PageLever,www.pagelever.com,,Advertising Software,
QZZR,www.qzzr.com,,Advertising Software,
RadiumOne,www.radiumone.com,,Advertising Software,
Reachli,www.reachli.com,,Advertising Software,
ReTargeter,www.retargeter.com,,Advertising Software,
SHIFT,www.shift.com,,Advertising Software,
TellApart,www.tellapart.com,,Advertising Software,
Terminus,www.terminus.com,,Advertising Software,
Weborama,www.weborama.com,,Advertising Software,
Webtrends,www.webtrends.com,,Advertising Software,
WordWatch,www.wordwatch.com,,Advertising Software,
Yext,www.yext.com,,Advertising Software,"Yext puts business on the map with the award-winning Location Cloud. We enable companies of all sizes to manage location data across their websites, mobile apps, internal systems, and the industrys largest ecosystem of maps, apps, social networks, directories, and search engines including Google, Apple, Facebook, Bing, and Yahoo. Our products  Listings and Pages  enable the world's 50 million businesses to drive face-to-face and digital interactions that boost brand awareness, drive foot traffic, and increase sales. Based in the heart of New York City with a growing team of over 550 employees worldwide, Yext has been recognized as one of Americas fastest-growing companies by the Inc. 5000 (2015 & 2016), one of Forbes Most Promising Companies (2014 & 2015) and one of Fortune's Best Places to Work (2014 & 2015)."
YieldMetrics,www.yieldmetrics.com,,Advertising Software,
Whoop!,www.whoopapp.com,,Advertising Software,
Buyerzone,www.buyerzone.com,,Affiliate Marketing,
DirectTrack,www.directtrack.com,,Affiliate Marketing,
HasOffers,www.hasoffers.com,,Affiliate Marketing,
HitPath,www.hitpath.com,,Affiliate Marketing,
Influitive,influitive.com,,Affiliate Marketing,
LinkShare,www.linkshare.com,,Affiliate Marketing,
LinkTrust Systems,www.linktrust.com,,Affiliate Marketing,
Omnistar,www.osiaffiliate.com/,,Affiliate Marketing,
ShareASale,www.shareasale.com,,Affiliate Marketing,
SkimLinks,skimlinks.com,,Affiliate Marketing,
Zuberance,www.zuberance.com,,Affiliate Marketing,
Onters,onters.com/,"animated explainer video
digital marketing srvices
seo services
social media marketing
2d animated videos",Affiliate Marketing,"Onters is a full service digital agency working in animation and digital marketing.  Onters is an Animation studio where we create explainer videos for startups, enterprises, products and your stories. Onters is skilled in 2D & 3D animation, script writing, story boarding and motion graphics creation. We develop immersive and powerful explainer videos resulting in Better user engagement to targeted audience. Besides this, we also offer full digital marketing services including SEO, SMM, PPC etc.	"
TrackingDesk,www.trackingdesk.com,"Dashboard
Analytics
Advertisers
Traffic Sources
Tracking Options
Campaigns
Integrations with 3rd party software",Affiliate Marketing,"TrackingDesk is a measurable media management, results based software system, built specifically for the performance marketer. It is a comprehensive, easy to use web application that enables complete management of all digital marketing campaigns.TrackingDesk's proprietary technology automatically extracts only the highest resolution data and mechanically generates accurate overviews of this data. The resulting multi-channel optimized data, is guaranteed to significantly improve the decision making process and ultimately the marketer's net return on investment."
360Alumni,www.360alumni.com,,Alumni Management Software,
Almabase,almabase.com/,,Alumni Management Software,
Graduway,www.graduway.com,,Alumni Management Software,
Insala,www.insala.com,,Alumni Management Software,
Improvely,www.improvely.com,,Analytics,
Aginity,www.aginity.com,,Analytics,
Appsee,www.appsee.com,"User Session Recordings
Touch Heatmaps
Realtime In-App Analytics
User Recordings
Touch Heatmaps
Realtime In-App Analytics",Analytics,"Appsee's real-time mobile analytics platform provides in-depth analysis of your users' behavior, allowing you to deliver the ultimate app experience. Automatic Events:Appsee auto detects screens, buttons and user actions so you don't have to decide what to measure in advance. Crash Recordings:Watch recordings of crashed sessions to see the exact workflow in order to reproduce the crash. Low Footprint:Appsee's SDK is lightweight & works in the background without impacting your app's performance. Easy Integration:Integrate our mobile analytics solution by adding the SDK and only a single line of code, in less than a minute."
Google Analytics,www.google.com/analytics/,,Analytics,
SiSense,www.sisense.com,,Analytics,
Actuate Corporation,www.actuate.com,,Analytics,
Anametrix,www.anametrix.com/,,Analytics,
C9 ,www.c9inc.com,,Analytics,
Glassbeam,www.glassbeam.com,,Analytics,
Indicative,www.indicative.com,,Analytics,
MouseStats,www.mousestats.com,,Analytics,
Natero,www.natero.com,"Maximize Customer Lifetime Value
Reduce Churn
MAXIMIZE CUSTOMER LIFETIME VALUE
REDUCE CHURN / IMPROVE RENEWAL RATES
IMPROVE SUCCESS TEAM PRODUCTIVITY
INCREASE UP-SELLS AND CROSS-SELLS
TARGET CUSTOMERS LIKELY TO CONVERT
PTIMIZE CUSTOMER VALUE AND ENGAGEMENT",Analytics,"Natero is the only customer success platform to merge machine learning for predicting behavior and big data analytics for deep customer insights. We tell you which customers need your attention and why, show how customers interact with your product, and enable you to measure and optimize the impact of your processes. In short, Natero helps maximize customer engagement and lifetime value."
Plumb5,www.plumb5.com/,,Analytics,
quintly,www.quintly.com,,Analytics,
AlignAlytics,www.align-alytics.com,,Analytics,
Alteryx,www.alteryx.com,,Analytics,
Altocloud,www.altocloud.com,"Unified Live Chat and Messaging  
Customer Journey Analytics 
Scheduled call backs 
Pre-chat surveys 
Predictive Communications
 Facebook Messenger*
Content Offers",Analytics,"Customer Journey Analytics and Digital Messaging: Real-Time Engagement Connect the dots with live analytics and reporting to discover, analyze and understand customer behavior patterns. Use real-time predictive analytics to shape your customers' journey and personalize each experience. "
Ambient Clinical,www.ambientclinical.com,,Analytics,
Angoss,www.angoss.com,,Analytics,
App Annie,www.appannie.com,,Analytics,
Arrowpointe,www.arrowpointe.com,,Analytics,
AT Internet,www.atinternet.com,,Analytics,
AVANSER,www.avanser.com,,Analytics,
AviantLogic,www.refluence.com,,Analytics,
Baremetrics,www.baremetrics.io,,Analytics,
BellaDati,www.belladati.com,,Analytics,
Bluenose,www.bluenose.com,,Analytics,
Brickstream,www.brickstream.com,,Analytics,
BrightFunnel,www.brightfunnel.com,,Analytics,
Cedexis,www.cedexis.com,,Analytics,
Chartbeat,www.chartbeat.com,,Analytics,
ChartMogul,www.chartmogul.com,,Analytics,
Clari,www.clari.com,,Analytics,
Clicky,www.clicky.com,,Analytics,
CloudWeaver,www.cloudweaver.com,,Analytics,
Clustrix,www.clustrix.com,,Analytics,
Cognitive Logic,www.cognitivelogic.com,,Analytics,
Colibri IO,www.colibri.io,,Analytics,
Conspire,www.goconspire.com,,Analytics,
ContactMetrics,www.contactmetrics.com,,Analytics,
Context Relevant,www.contextrelevant.com,,Analytics,
CoolaData,www.cooladata.com,,Analytics,
Coremetrics,www.coremetrics.com,,Analytics,
Countly,www.count.ly,,Analytics,
Custora,www.custora.com,,Analytics,
DataHero,www.datahero.com,,Analytics,
DataPad,www.datapad.io,,Analytics,
DataRank,www.datarank.com,,Analytics,
DataRobot,www.datarobot.com,,Analytics,
deltaDNA,www.deltadna.com,,Analytics,
DIVER by Lumesis,www.lumesis.com,,Analytics,
Emcien,www.emcien.com,,Analytics,
Etuma,www.etuma.com,,Analytics,
EverString,www.everstring.com,,Analytics,
First Insight,www.firstinsight.com,,Analytics,
Forte Consultancy Group,www.fortewares.com,,Analytics,
FoxMetrics,www.foxmetrics.com,,Analytics,
Funding Profiles,www.fundingprofiles.com,,Analytics,
Funnel,www.funnel.io,,Analytics,
Futurelytics,www.futurelytics.com,,Analytics,
GameAnalytics,www.gameanalytics.com,,Analytics,
GoodData,www.gooddata.com,,Analytics,
GridCraft,www.gridcraft.com,,Analytics,
Groupon Works,www.grouponworks.com,,Analytics,
Guavus,www.guavus.com,,Analytics,
HitsLink,www.hitslink.com,,Analytics,
"Host Analytics, Inc",www.hostanalytics.com,,Analytics,
Idiro Technologies,www.idiro.com,,Analytics,
Infinite Analytics,www.infiniteanalytics.com,,Analytics,
Infobright,www.infobright.com,,Analytics,
InfoScout,www.infoscout.co,,Analytics,
IntelligenceFocus Inc.,www.intelligencefocus.com,,Analytics,
Interana,www.interana.com,,Analytics,
Kaggle,www.kaggle.com,,Analytics,
Karmasphere,www.karmasphere.com,,Analytics,
Keen IO,www.keen.io,,Analytics,
KISSmetrics,www.kissmetrics.com,,Analytics,
Kognitio,www.kognitio.com,,Analytics,
Kontagent,www.kontagent.com,,Analytics,
Lavastorm Analytics,www.lavastorm.com,,Analytics,
LeanDNA,www.leandna.com,,Analytics,
Liquid,www.lqd.io,,Analytics,
ListenLogic,www.listenlogic.com,,Analytics,
Localytics,www.localytics.com,,Analytics,
Logi Analytics,www.logianalytics.com,,Analytics,"Logi Analytics is the leader in self-service analytics, empowering companies to rapidly deploy easy-to-use applications that balance the need for centralization and security with the flexibility to deliver analytics everywhere its needed. "
Logz.io,www.logz.io,,Analytics,
Market6,www.market6.com,,Analytics,
MemSQL,www.memsql.com,,Analytics,
Mixpanel,www.mixpanel.com,,Analytics,
Morningfame,www.morningfa.me,Analytics,Analytics,"If you publish your work on the web - like a blog post or a photo gallery - I am sure that you want to know if your audience likes it. They do once they start following you, give thumbs up, tweet about your work, etc. To get this feedback, however, you regularly need to log on to many different sites like Facebook, Twitter, Instagram, Google Analytics etc. That is tedious. Instead you can now integrate all those websites into Morningfames dashboard and see all your new kudos with a single click."
NetBase,www.netbase.com,,Analytics,
Netuitive,www.netuitive.com,,Analytics,
"Neustar, Inc",www.neustar.biz,,Analytics,
Numerify,www.numerify.com,,Analytics,
ObservePoint,www.observepoint.com,,Analytics,
Opera Solutions,www.operasolutions.com,,Analytics,
Optimal,www.optimalsocial.com,,Analytics,
OptiMine,www.optimine.com,,Analytics,
Panoply.io,www.panoply.io,,Analytics,
Parse.ly,www.parsely.com,,Analytics,
Parstream,www.parstream.com,,Analytics,
Paxata,www.paxata.com,,Analytics,
Pentaho,www.pentaho.com,,Analytics,
PeopleInsight,www.peopleinsight.com,,Analytics,
Pick1,www.pick1.com,,Analytics,
Pitcher AG,www.pitcher.com,,Analytics,
Platfora,www.platfora.com,,Analytics,
Preact,www.preact.com,,Analytics,
PROS,www.pros.com,,Analytics,
PTengine,www.ptengine.com,,Analytics,
PureShare,www.pureshare.com,,Analytics,
Pursway,www.pursway.com,,Analytics,
Quantcast,www.quantcast.com,,Analytics,
Quantifind,www.quantifind.com,,Analytics,
Quri,www.quri.com,,Analytics,
RapidApe,www.rapidape.com,,Analytics,
RapidMiner,www.rapidminer.com,,Analytics,
Razorsight,www.razorsight.com/,,Analytics,
RetailNext,www.retailnext.net,,Analytics,
Rhiza,www.rhiza.com,,Analytics,
Roambi,www.roambi.com,,Analytics,
Saasabi,www.saasabi.com,,Analytics,
SAS,www.sas.com/,,Analytics,
Semantria,www.semantria.com,,Analytics,
Sense,www.senseplatform.com,,Analytics,
SimilarWeb,www.similarweb.com,,Analytics,
Simply Measured,simplymeasured.com,,Analytics,
Simply Measured,www.simplymeasured.com,,Analytics,
SiteWit,www.sitewit.com,,Analytics,
SmartZip Analytics,www.smartzip.com,,Analytics,
Spring Metrics,www.springmetrics.com,,Analytics,
SQream Technologies,www.sqreamtech.com,,Analytics,
Statigram,www.statigr.am,,Analytics,
Statilizer,www.statilizer.com,,Analytics,
Striim,www.striim.com,,Analytics,
Stytch ,www.stytch.com,,Analytics,"Stytch is a data analytics platform that provides business teams with everything they need to get more insights, fasterfrom data to dashboards. With flexible self-service data preparation tools, Stytch empowers business analysts to more easily blend and model their data, providing the foundation for better quality data discovery and reporting across the enterprise. Backed by Dun & Bradstreet, Stytch is the only analytics platform on the market offering connection to Dun & Bradstreets data services to deliver better data matching, blending, and cleansing via the D-U-N-S number."
Sumo Logic,www.sumologic.com,,Analytics,
Swan Insights,www.swaninsights.com,,Analytics,
TapClicks,www.tapclicks.com,,Analytics,
Targit,www.targit.com,,Analytics,
Tealium,www.tealium.com,,Analytics,
Teradata Aster,www.asterdata.com,,Analytics,
Topsy,www.topsy.com,,Analytics,
Trackerbird,www.trackerbird.com,,Analytics,
Tracxn,www.tracxn.com,,Analytics,
Trak.io,www.trak.io,,Analytics,
Trifacta,www.trifacta.com,,Analytics,
Vantage Analytics,www.vantageanalytics.com,,Analytics,
Verto Analytics,www.vertoanalytics.com,,Analytics,
Wavefront,www.wavefront.com,,Analytics,
WealthEngine,www.wealthengine.com,,Analytics,
Webtrekk,www.webtrekk.com,,Analytics,
Whibse,www.whibse.com,,Analytics,
WinWire Technologies,www.winwire.com,,Analytics,
Wondergraphs,www.wondergraphs.com,,Analytics,
"Woopra, Inc",www.woopra.com,,Analytics,
Teamgraph,teamgraph.io,"HR Analytics
Analytics",Analytics,Employee engagement solution for CXOs to track workplace dynamics through quantified metrics and actionable insights.
Attribution,attributionapp.com,"Multi channel attribution
Conversion tracking
Analytics
ROI tracking
Advertisment tracking",Analytics,Conversion and ROI tracking for all your marketing channels.
Twitter Counter,twittercounter.com,"Mentions and Retweets
Historical Data
Twitter Tracker
CSV and PDF Export
Competition Tracking
Engagement Reports",Analytics,"Twitter Counter started back in 2008 and today tracks over 200 million Twitter accounts and serves analytics to over two million users. Our advanced Twitter statistics provide you with tools you need to keep track of your Twitter performance. Measure your account's success with valuable insights into audience growth and engagement metrics, comprehensive reports, competition comparison and keyword tracking."
HeatMapCo,heat-map.co,"heat map, vision map",Analytics,
Appy Pie,Write a review,,App Building Software,
TeamDesk,Write a review,"Unlimited records
Unlimited storage space
Unlimited customer support
Free consulting for prospects
Fully customizable and scalable
Intuitive user interface
Role-based user access
Workflow and validation triggers
Documents generation
Web-to-records forms","App Building Software
Business Management","TeamDesk is an online database platform that enables teams to easily design web based databases or use predefined solutions to gather,  share and manage business information. Business owners and citizen developers can build a unique database for any type of industry. Moreover, TeamDesk online database software is scalable enough to grow with customers business needs. TeamDesk is in business since 2005, and the company behind it (ForeSoft Corporation) doing business since 2001 is very stable as well.  "
PerfectForms,Write a review,,"App Building Software
Business Process Management
Workflow Management",
Snappii,www.snappii.com,DIY & Custom App Development,App Building Software,"At Snappii, we pride ourselves on the principles of commitment to our customers and the continued development of cutting edge technologies. The company was founded in 2010 by Alex Bakman, a successful tech entrepreneur and innovator. Since 1994 Alex has founded and grown 3 companies to $10+ million in sales and our management team has many decades of experience at tech companies like: Ecora, Cabletron, Vkernel and Candle. Snappii has created a platform for developing sophisticated, feature rich mobile business apps without writing any code. We enable programmers and non programmers to build native mobile business apps quickly and without having to know Objective-C and Java programming. Additionally Snappii App Designers leverage the platform to offer clients full service custom mobile business app development."
GoodBarber,www.goodbarber.com,,App Building Software,
iMOBDEV Technologies,www.imobdevtech.com/,"Mobile Application Development
Web Application Development
Ecommerce Web Development
Android App Development Services
iPhone App Development Services",App Building Software,"iMOBDEV Technologies is a renowned IT firm constantly provides Mobile app development and customized web development services and solutions, delivered to the clients on decided time frame and in reasonable budget completely as per their fundamentals regarding the development. Expert team working very hard to satisfy esteemed customers 100%.  To improve your web existence by using Web Development Services in current era of the quickly increasing online marketing, go for iMOBDEV Technologies as we deliver better Return on Investment (ROI) and affirmative conclusions. You can also hire web and mobile app developer on hourly or monthly contract basis as per ones essential from iMOBDEV Technologies and save their precious time and money as well."
Mobiloitte,www.mobiloitte.com,,App Building Software,
Appery.io,www.appery.io,,App Building Software,
AppMachine,www.appmachine.com,,App Building Software,
AppsBuilder,www.apps-builder.com,,App Building Software,
Appsembler,www.appsembler.com,,App Building Software,
Apptimize,www.apptimize.com,,App Building Software,
Baaam,www.baaam.pt,,App Building Software,
Bizness Apps,www.biznessapps.com,,App Building Software,
Bubble,bubble.is,"web development
mobile apps
programming tool",App Building Software,"The shortage of engineers, and more generally the need for employees that can program computers is one of the main challenges that companies face. That's the reason why we're building Bubble, a visual programming tool to build web apps without any code. The idea has been talked about for years, but we have a platform that is now used in production (we have customers that got into 500 Startups without writing any code, and another user cloned Twitter - notrealtwitter.com)."
Coder.ly,www.coder.ly,,App Building Software,
DataSprocket,www.datasprocket.com,,App Building Software,
Famo.us,www.famo.us,,App Building Software,
Gizmox,www.gizmox.com,,App Building Software,
Infinite Monkeys,www.infinitemonkeys.mobi,,App Building Software,
Kinvey,www.kinvey.com,,App Building Software,
Mawla,www.mawla.io,,App Building Software,
Mobile Phone Apps 4 U,www.mobilephoneapps4u.com,,App Building Software,
Mobile Roadie,www.mobileroadie.com,,App Building Software,
outsystems,www.outsystems.com,,App Building Software,
Shoutem,www.shoutem.com,"Loyalty
Special Deals
Social Network Module
Events
News
Facebook&Twiter integration
E-commerce integration
Unlimited push notifications
Powerful analytics 
Ads integration",App Building Software,"Shoutem is most comprehensive mobile app maker platform that allows you to build mobile applications easily, without writing a single line of code. In other words, you dont need to be a programmer to create your own mobile application for any purpose, whether it is personal, business, or promotion. Initially, the company focused on providing a platform that allows users to develop their own social networking platform. However, as the company grows, it pivoted into a development platform that enables users to build mobile applications without any coding knowledge. The platform is designed to be easy to use, userfriendly and to give EVERYONE the opportunity to create their own dream app, without the need to invest massive budgets or time to study programming. Shoutem offers an easy way for anyone to build their own mobile application for various mobile platforms without having to learn any programming language. The platform allows users to create mobile apps with simple draganddrop actions and to add various elements quickly into your app without writing the code manually. Also, you can accurately preview your mobile app before publishing it online and avoid any compatibility problems in the future. CMS and Analytics Features Shoutem platform provides a powerful CMS that allows you to build content for your mobile app with ease. There are multiple content sources available, as well as custom content modules to allow fast content building process for your application. The analytics tool enables you to analyze your user behavior, app traffic, understand your users, boost engagement, as well as optimize your app performance efficiently. It also offers a builtin push notification module without any limitations, user management, and user activity information. Its insanely easy to use the platform  anyone can build an app from the ground up. It employs a drag and drop interface so operating it is quick and efficient, allowing you to focus more on your app rather than on figuring out which button does what. Features & Modules You can build native iOS, Android and HTML5 apps in no time without any coding skills at all. With the variety of different features and module, Shoutem provides a comprehensive solution for various types of apps  from SMEs, shops, communities, news companies, churches, etc. Almost every type of an app can be created with Shoutem platform. Some of the most popular modules/features are:- News module- Loyalty module; Singlecard and Multicard loyalty- Audio & Video module- Events module- Facebook, Twitter and Instagram integration- Shopify integration- WordPress integration- Ads integration- Social module- Unlimited Push Notifications- Powerful Analytics module Multiple Monetization Options Shoutem not only allows you to build your own mobile app in a quick and easy way, but it also gives you the ability to generate revenue from your mobile app. There are various modules and options available that allow users to generate income from the app. For instance, the ecommerce module allows you to integrate your Shopify store into the app, which makes it possible for you to accept ecommerce transactions through your app. The mobile advertising module allows you to put advertisements on various mobile advertising networks (DFP, AdMob, MoPub). The places module allows you to promote various local businesses and run a loyalty program, both Singlecard and Multicard, for them. Automated App Publishing Shoutem allows you to publish your mobile app automatically on Google Play Store and App Store with your developer account  the complete publish process is done on Shoutem side so users can focus on the app content and design. App content can be updated anytime, and republish of the app is free of charge. Additionally, you can update your app binary for free as well, allowing the best app compatibility with the latest Android and iOS version. The app binary update ensures that your app is always compatible with the latest Android and iOS upgrades, as well as with various mobile devices. Whitelabel Reseller program Shoutem also provides a whitelabel reseller solution which is perfect for agencies, individuals or organizations that want to sell Shoutem apps to their clients. Reseller program enables you to generate more revenue by creating quality whitelabeled mobile apps for your clients. Building highquality native apps at a fraction of the cost of custom development is easier than ever. In reseller package, resellers can provide clients with very own branded dashboard on own domain. It's 100% customizable for you to make your own, give clients secure accounts to let them manage their app, moderate content, send push notifications and in addition to priority email and phone support, resellers receive initial appcreation training, plus a dedicated support person."
Skuid,www.skuid.com,,App Building Software,
Splitforce,www.splitforce.com,,App Building Software,
Techcello,www.techcello.com,,App Building Software,
TheAppBuilder,www.theappbuilder.com,,App Building Software,
Trigger.io,www.trigger.io,,App Building Software,
Workspot,www.workspot.com,,App Building Software,
Zoho Creator,www.zoho.com/creator/,,App Building Software,
Manektech,www.manektech.com/,"software development
software development",App Building Software," ManekTech is a mobile apps , software & web development company based in India. We are privately held company founded in 2011. We are expert in latest technologies and have multiple industry expertise. Manektech provides mobile app, web & software development services which covers more than 20 countries, including USA, UK, Australia, Canada, Germany, France, Italy etc. We offer mobile apps development, software development, web development, CMS & Ecommerce, UI / UX design and hire dedicated developer services to SMBs to Multinational companies and government sector across the globe. Our clients reach in United States (USA), United Kingdom (UK), Netherlands, Greece, Spain, Saudi Arabia, Sweden, Australia and South Africa. Our developers are proficient in mobile technologies like SWIFT, Objective C, Android and PhoneGap also in Microsoft.NET stack like ASP.NET, C#, VB.NET, SharePoint, DotNetNuke (DNN), Umbraco and PHP and open source like Core PHP, Magento, WordPress, OpenCart, Prestashop, Joomla, Angular JS. Our Search Engine Optimization (SEO), Pay per click (PPC) and Social Media Optimization (SMO) and Internet Marketing techniques takes our client ahead of competition."
Contus,www.contus.com,"Delivery Management Software
On Demand Delivery tracking App
courier tracking software
shipment tracking software
last mile delivery software
delivery tracker software
Delivery Management Software",App Building Software,"Contus Dart is a ready made on demand delivery software meant for business owners, delivery managers, delivery personnel and customers. The readymade software is equipped with real-time delivery tracking features including geolocation tracking, delivery statuses, push notifications, user reviews and ratings, delivery personnel account, etc."
FuGenX Technologies,fugenx.com,"mobile app development firms florida
mobile development companies florida
mobile app design agency florida
mobile app design and development compan
mobile app developing companies Miami
mobile application development Miami",App Building Software,"We are the leading Mobile Apps Development Company in USA. FuGenX Technologies has 8 years of experience in offering Mobile apps development Globally presence in USA, UAE, UK, Saudi and Indonesia. We develop mobile apps in various platforms like android application Development, iPhone application development, iOS application development. We will provide the enterprise solutions.  FuGenX is the industry leader of Mobile, Social and Cloud computing	FuGenX is the award winning Mobility Company in Florida and Representative Office in Dubai UAE.	Developed more than 1000+ Mobile Apps, Games, Web Development, Enterprise Mobility Services and Mobile Cloud Computing. 	200+ Creative Mobile Engineers.	Worked with many startups to Fortune 500 and Global 2000 Companies across the Globe.	Developed few Award Winning Top 10 listed Apps and Games.	Follows efficient Project Management Model (I.e Agile).	Winner of Deloitte Technology 2012 & 2013. FuGenX Technologies LLC has developed mobile apps for many branded companies and startups. FuGenX worked for Williams Lea, Landmark Groups, Big Basket, Praxair, Unicef and many more industries.  You Can Reach Us at: 5201 Great America PkwySuite 320, Santa ClaraCalifornia- 95054California : +1-213-943-3061 Or Florida:	401 W. Atlantic Ave., Suite 09,Delray Beach, FL 33444Florida: +1-213-995-8091 UK:   +44-0208-099-9190Sales Enquiry: +91-90359-27303"
MobiCommerce,www.mobicommerce.net,"Support Google Analytics
Support Google Map
Social Media Login Support
Multi Line Push notification support
RTL support 
Support Google Analytics
Support Google Map
Social Media Login Support
Multi Line Push notification support
RTL support
Support multi Store
Support multi currency
Support multiple payment gateways",App Building Software,"MobiCommerce is one of the top mobile commerce solution providers world wide. It offers native iOS and Android apps for Magento and PrestaShop store owners. Besides this, you can get web app as well. Get a FREE trial. View your existing online store on Mobile for FREE."
Octal Info Solution,www.octalsoftware.com.sg/,,App Building Software,
Octal Info Solution Pvt Ltd.,www.octalsoftware.com/,"10+ Years of Business
Serving 1200+ Customers 
70% Repeat Customers
150+ highly qualified professionals
Business registered in UK and India
Partners in UK, USA, Singapore and India",App Building Software,"An ISO 9001:2008 certified company; Octal Info Solution is one of the leading IT solutions providers in India and the UK. Octal has generated exhaustive business level and utility centered solutions in a wide array of technology including Open Source, .Net, Android, iPhone etc. Working for more than ten years in the industry, we have been in the engagement with notable leaders including Microsoft, Nasscom, Amazon Web Services, Acquia, STPI, D&B; etc. Founded in the year 2004, Octal Info Solution carries the badge of a global software and web application development unit that has served more than 1000 enterprises and industrial entities to help them meet their business goals most profitably. Octal has been acknowledged with prestigious associations and certifications like ISO 9001:2008, Microsoft, Drupal Membership, STPI, D&B; with the latest Green Advantage. Our group of experts also includes a Small Business Specialist certification from Microsoft. A number of websites, desktop and mobile apps and custom software solutions in the verticals of healthcare, hospitality, media and entertainment, manufacturing, education, telecom, online retail, lifestyle industry and many other service domains have been developed by us. We have been growing as a premier technology company and an enterprise unit through our extensive knowledge and precisions. The market propositions have been penetrated by us dynamically to touch all the segments and spheres of life. Octal has coincided with all the departments, operations segments and dimensions of work and supported organizations to implement the information practices most profitably.  Following are some of the milestones attained by us during our journey:     10+ Years of Business    Serving 1200+ Customers     70% Repeat Customers    Clients in 40+ Countries across 6 Continents    150+ highly qualified professionals    Business registered in UK and India    Partners in UK, USA, Singapore and India    Follow standardized process for development     Latest technologies and development resources Certifications:    Microsoft Certified Partner    Nasscom Member    Acquia Enterprise Partner    Drupal Association Organization Member    Amazon Web Services Partner"
Debut Infotech,www.debutinfotech.com/,,App Building Software,
Tvisha Technologies Inc,www.tvisha.com/index.html,,App Building Software,
Knack,www.knack.com,"Define the exact features you need
Super fast searches and flexible filters
Library of views to build your interface
Create dashboards to generate insights
Connections powered by Zapier
Notifications, tasks, and approvals
Accept payments with no coding",App Building Software,"Knack helps non-programmers easily build beautiful, data-driven web apps. Data can be imported from spreadsheets and converted to an online database. Tools like search, forms, and tables are used to build web apps that work with the data. Apps can be published to any site and adapt to the surrounding design. Multiple versions can be published to different sites and for different audiences.  Developers can extend these apps with a RESTful API, custom CSS, and JS event handlers."
Kdan Mobile Software LTD,www.kdanmobile.com/en/,"animation
mobile app development
pocket scanner",App Building Software,"The world is going digital and we are one of the reasons for people to go crazy for modernization. Kdan Mobile works just like a bridge between technology and creativity. We bring creativity to the fingertips of the users ""http://www.kdanmobile.com/en/products.html "" and make them dance to the tunes of the technology that we blend in. Creating new techniques, mashing with the current expertise and inspiring people to use digitization at its best is the perfect process that we follow. With our innovations, you will simply find new ways to use your mobile phone; you never knew that your phone could be used to create magic despite of just using it for calling, texting or playing games."
TechValens,www.techvalens.com,,App Building Software,"TechValens Software Systems LLC is a leading provider in Web Applications Development, Mobile Apps Development and Custom Solutions. We have top quality, rated talented teams of dedicated software developers with the most in-demand skills to get your jobs done fast. We have 100+ software development professionals including Full stack web Developers, NodeJS, AngularJS, JavaScript, Ruby on Rails, Hadoop, Python, PHP, WordPress, Web Programmers, iOS, Android App Developers, Responsive, HTML5 CCS3, UI Designers Creatives. We are working under the same roof and have developed 100+ Web Apps, 200+ iOS Android Mobile Apps, so far for our global clients. We are ensuring maximum quality, reliability and long term business relationships with our clients since last 7+ years and hold core competency in developing web & mobile apps. "
"iCIMS, Inc",Write a review,,"Applicant Tracking
Recruitment Software",
